"","E0","sim_start","int_start1","int_length2","sd_m1","sd_m2","int_start2","int_length1","beta0est","paramset","iso_start","log_lik","R0_base","R0_int"
"17",4,2020-01-30,2020-03-05,68,0.7845703125,0.20771484375,2020-03-17,12,0.907274963401038,17,2020-05-24,-27.0307536657559,2.83523426062824,0.588920241441042
"18",7,2020-02-12,2020-03-10,98,0.6345703125,0.08271484375,2020-03-17,7,1.1477040066911,18,2020-06-23,-26.8074132779871,3.5865750209097,0.296662992452198
"19",9,2020-02-06,2020-03-08,83,0.7095703125,0.27021484375,2020-03-17,9,0.91708150610345,19,2020-06-08,-26.4812292305306,2.86587970657328,0.774403237117995
"20",5,2020-02-19,2020-03-03,113,0.8595703125,0.14521484375,2020-03-17,14,1.50551079472532,20,2020-07-08,-25.2187484605086,4.70472123351663,0.683195358812424
"21",6,2020-02-09,2020-03-09,60,0.7470703125,0.11396484375,2020-03-17,8,1.03167625884833,21,2020-05-16,-26.7761566943262,3.22398830890104,0.367421323875734
"22",10,2020-02-22,2020-03-04,90,0.8970703125,0.23896484375,2020-03-17,13,1.35857614563586,22,2020-06-15,-24.2876737287551,4.24555045511207,1.0145373011386
"23",8,2020-02-02,2020-03-02,75,0.8220703125,0.05146484375,2020-03-17,15,0.862718332236377,23,2020-05-31,-28.1399735652184,2.69599478823868,0.138748950527518
"24",5,2020-02-16,2020-03-07,105,0.6720703125,0.17646484375,2020-03-17,10,1.37757096092543,24,2020-06-30,-25.4958287815779,4.30490925289197,0.759665138669511
"25",4,2020-02-07,2020-03-03,94,0.6158203125,0.19208984375,2020-03-17,14,1.1913874001929,25,2020-06-19,-26.6968567378147,3.72308562560283,0.715166936089918
"26",8,2020-02-21,2020-03-07,64,0.7658203125,0.06708984375,2020-03-17,10,1.58628559181897,26,2020-05-20,-25.6457172238386,4.95714247443429,0.332573914056285
"27",9,2020-01-31,2020-03-09,109,0.8408203125,0.25458984375,2020-03-17,8,0.792667677700917,27,2020-07-04,-26.7046321036083,2.47708649281537,0.630641063161099
"28",6,2020-02-14,2020-03-05,79,0.6908203125,0.12958984375,2020-03-17,12,1.29454960003367,28,2020-06-04,-25.9456138505637,4.04546750010522,0.524251501234339
"29",5,2020-02-04,2020-03-06,101,0.8783203125,0.16083984375,2020-03-17,11,0.950932374946463,29,2020-06-26,-26.7084286421472,2.9716636717077,0.477961920635017
"30",9,2020-02-17,2020-03-02,71,0.7283203125,0.28583984375,2020-03-17,15,1.25777311607988,30,2020-05-27,-24.6822273587124,3.93054098774961,1.12350522179132
"31",7,2020-02-11,2020-03-04,116,0.6533203125,0.09833984375,2020-03-17,13,1.1848918074852,31,2020-07-11,-27.0412223539994,3.70278689839125,0.364131485027343
"32",3,2020-02-24,2020-03-08,86,0.8033203125,0.22333984375,2020-03-17,9,1.92178965679966,32,2020-06-11,-24.5008416427334,6.00559267749895,1.34128813021876
"33",3,2020-02-04,2020-03-03,112,0.7142578125,0.14130859375,2020-03-17,14,1.13115834878361,33,2020-07-07,-27.0188868056094,3.53486983994879,0.499507486172451
"34",7,2020-02-18,2020-03-08,82,0.8642578125,0.26630859375,2020-03-17,9,1.21105417166566,34,2020-06-07,-24.7014969882163,3.78454428645519,1.00785666691048
"35",9,2020-02-11,2020-03-10,97,0.7892578125,0.07880859375,2020-03-17,7,1.00851418042827,35,2020-06-22,-26.8288507315268,3.15160681383835,0.248373701051518
"36",5,2020-02-25,2020-03-05,67,0.6392578125,0.20380859375,2020-03-17,12,2.12211900363271,36,2020-05-23,-24.2596510080499,6.63162188635222,1.35158153093917
"37",6,2020-02-08,2020-03-06,119,0.7517578125,0.23505859375,2020-03-17,11,1.01243489378017,37,2020-07-14,-26.0075821286495,3.16385904306305,0.74369225748562
"38",9,2020-02-21,2020-03-02,89,0.6017578125,0.11005859375,2020-03-17,15,1.81114729124432,38,2020-06-14,-25.1635519601891,5.65983528513849,0.622913512338973
"39",8,2020-02-01,2020-03-04,104,0.6767578125,0.29755859375,2020-03-17,13,0.858646578150685,39,2020-06-29,-26.4857475721325,2.68327055672089,0.798430213508648
"40",4,2020-02-14,2020-03-09,74,0.8267578125,0.17255859375,2020-03-17,8,1.25229398994731,40,2020-05-30,-25.7859135448971,3.91341871858535,0.675294030834015
"41",5,2020-02-09,2020-03-05,85,0.8830078125,0.15693359375,2020-03-17,12,1.08199821082743,41,2020-06-10,-26.3377809645738,3.38124440883571,0.530630836425682
"42",8,2020-02-23,2020-03-09,115,0.7330078125,0.28193359375,2020-03-17,8,1.48920892156454,42,2020-07-10,-24.1371452077566,4.65377787988919,1.31205632219141
"43",10,2020-02-03,2020-03-07,70,0.6580078125,0.09443359375,2020-03-17,10,0.896658983118904,43,2020-05-26,-28.2777529761682,2.80205932224657,0.264608531700433
"44",6,2020-02-16,2020-03-03,100,0.8080078125,0.21943359375,2020-03-17,14,1.27725042095838,44,2020-06-25,-25.1107648746031,3.99140756549494,0.875848906217493
"45",6,2020-01-30,2020-03-08,78,0.6205078125,0.18818359375,2020-03-17,9,0.874533607233187,45,2020-06-03,-27.6165286190648,2.73291752260371,0.514290240825913
"46",9,2020-02-13,2020-03-04,108,0.7705078125,0.06318359375,2020-03-17,13,1.12569686120853,46,2020-07-03,-27.0677636869212,3.51780269127666,0.222267416138281
"47",7,2020-02-06,2020-03-01,63,0.8455078125,0.25068359375,2020-03-17,16,0.951838413752114,47,2020-05-19,-26.0371979949419,2.97449504297535,0.745657106964623
"48",4,2020-02-19,2020-03-06,93,0.6955078125,0.12568359375,2020-03-17,11,0.441681057519009,48,2020-06-18,-182.935613567777,1.3802533047469,0.173475195625905
"49",4,2020-02-05,2020-03-09,102,0.6486328125,0.05537109375,2020-03-17,8,1.04843473827849,49,2020-06-27,-28.1154359961753,3.27635855712029,0.181415556824922
"50",7,2020-02-19,2020-03-04,72,0.7986328125,0.18037109375,2020-03-17,13,1.40951365001896,50,2020-05-28,-25.0778895340448,4.40473015630926,0.794485995967109
"51",9,2020-01-29,2020-03-02,117,0.8736328125,0.11787109375,2020-03-17,15,0.792420263176905,51,2020-07-12,-27.8270028967477,2.47631332242783,0.291885759782265
"52",5,2020-02-12,2020-03-07,87,0.7236328125,0.24287109375,2020-03-17,10,1.18632881125681,52,2020-06-12,-25.1762411583334,3.70727753517752,0.900390549803367
"53",6,2020-02-02,2020-03-03,95,0.8361328125,0.27412109375,2020-03-17,14,0.891713642351599,53,2020-06-20,-26.0542253363428,2.78660513234875,0.763867246728802
"54",10,2020-02-15,2020-03-08,65,0.6861328125,0.14912109375,2020-03-17,9,1.16411901121411,54,2020-05-21,-25.8904653610413,3.6378719100441,0.542483438148177
"55",8,2020-02-08,2020-03-06,110,0.6111328125,0.21162109375,2020-03-17,11,0.994483296728747,55,2020-07-05,-26.5056832834137,3.10776030227733,0.65766763428076
"56",4,2020-02-22,2020-03-01,80,0.7611328125,0.08662109375,2020-03-17,16,1.97467473566606,56,2020-06-05,-25.319327941516,6.17085854895645,0.534526516887145
"57",4,2020-01-31,2020-03-07,61,0.8173828125,0.10224609375,2020-03-17,10,0.922584675400194,57,2020-05-17,-27.8894141170564,2.88307711062561,0.294783372541505
"58",8,2020-02-14,2020-03-03,91,0.6673828125,0.22724609375,2020-03-17,14,0.800488278597468,58,2020-06-16,-32.559784896153,2.50152587061709,0.568461982512301
"59",9,2020-02-07,2020-03-05,76,0.7423828125,0.16474609375,2020-03-17,12,0.947038044299527,59,2020-06-01,-26.8832893060793,2.95949388843602,0.487565057596833
"60",6,2020-02-20,2020-03-10,106,0.8923828125,0.28974609375,2020-03-17,7,1.33118009190092,60,2020-07-01,-24.4506653193822,4.15993778719038,1.20532572408143
"61",5,2020-02-10,2020-03-02,69,0.7048828125,0.25849609375,2020-03-17,15,1.1597583836437,61,2020-05-25,-25.5756239810328,3.62424494888657,0.936853162080348
"62",8,2020-02-24,2020-03-06,99,0.8548828125,0.13349609375,2020-03-17,11,0.616881051771903,62,2020-06-24,-50.7769774984432,1.9277532867872,0.257347533499814
"63",7,2020-02-03,2020-03-08,84,0.7798828125,0.19599609375,2020-03-17,9,0.878205240823384,63,2020-06-09,-26.8765704889433,2.74439137757307,0.537889989725504
"64",3,2020-02-17,2020-03-04,114,0.6298828125,0.07099609375,2020-03-17,13,1.73612251106608,64,2020-07-09,-26.2202595716165,5.42538284708151,0.385180989241041
"65",3,2020-02-01,2020-03-09,92,0.8666015625,0.08857421875,2020-03-17,8,0.946483347510004,65,2020-06-17,-27.5270348852512,2.95776046096876,0.261981322079948
"66",7,2020-02-14,2020-03-04,62,0.7166015625,0.21357421875,2020-03-17,13,1.23728915799216,66,2020-05-18,-25.3183090028999,3.86652861872549,0.825790829018813
"67",8,2020-02-07,2020-03-02,107,0.6416015625,0.15107421875,2020-03-17,15,1.05648877170981,67,2020-07-02,-26.9812087211545,3.30152741159315,0.498775674388145
"68",5,2020-02-21,2020-03-06,77,0.7916015625,0.27607421875,2020-03-17,11,1.51703358797802,68,2020-06-02,-24.348031462698,4.74072996243132,1.30879332068294
"69",6,2020-02-11,2020-03-05,99,0.6041015625,0.24482421875,2020-03-17,12,1.19905876321729,69,2020-06-24,-25.4666643882007,3.74705863505402,0.917370702937543
"70",9,2020-02-24,2020-03-10,69,0.7541015625,0.11982421875,2020-03-17,7,1.6886705203389,70,2020-05-25,-24.9105727213249,5.27709537605906,0.632323830705514
"71",8,2020-02-04,2020-03-07,114,0.8291015625,0.18232421875,2020-03-17,10,0.869490770955802,71,2020-07-09,-26.7781335984344,2.71715865923688,0.495403829765162
"72",4,2020-02-18,2020-03-03,84,0.6791015625,0.05732421875,2020-03-17,14,1.70409551230188,72,2020-06-09,-26.2799198719595,5.32529847594337,0.305268574744019
"73",5,2020-02-06,2020-03-06,73,0.7353515625,0.07294921875,2020-03-17,11,1.04621404821814,73,2020-05-29,-27.5611715222316,3.26941890068168,0.238501554571212
"74",8,2020-02-19,2020-03-01,103,0.8853515625,0.19794921875,2020-03-17,16,0.368849485367569,74,2020-06-28,-187.113772124099,1.15265464177365,0.228167085827656
"75",10,2020-01-30,2020-03-03,88,0.8103515625,0.13544921875,2020-03-17,14,0.769379965652893,75,2020-06-13,-27.7548573538103,2.40431239266529,0.325662235217457
"76",6,2020-02-13,2020-03-08,118,0.6603515625,0.26044921875,2020-03-17,9,1.20155596336,76,2020-07-13,-25.223272946479,3.7548623855,0.977950974817236
"77",5,2020-02-02,2020-03-02,65,0.7728515625,0.29169921875,2020-03-17,15,0.946043548945882,77,2020-05-21,-26.2442273094671,2.95638609045588,0.862375512909348
"78",9,2020-02-16,2020-03-07,95,0.6228515625,0.16669921875,2020-03-17,10,1.25077465568046,78,2020-06-20,-25.4165507167102,3.90867079900143,0.651572368544477
"79",7,2020-02-09,2020-03-09,80,0.6978515625,0.22919921875,2020-03-17,8,0.0619172511886154,79,2020-06-05,-308.370045961705,0.193491409964423,0.0443480799986818
"80",4,2020-02-23,2020-03-05,110,0.8478515625,0.10419921875,2020-03-17,12,1.91035094711237,80,2020-07-05,-25.0251768217226,5.96984670972617,0.622053363210725
"81",4,2020-02-08,2020-03-01,116,0.8009765625,0.17451171875,2020-03-17,16,1.16502577438978,81,2020-07-11,-26.1831303000326,3.64070554496805,0.63534578211503
"82",7,2020-02-22,2020-03-06,86,0.6509765625,0.29951171875,2020-03-17,11,1.54368578377794,82,2020-06-11,-24.1062031364055,4.82401807430607,1.44484994471648
"83",9,2020-02-02,2020-03-08,101,0.7259765625,0.11201171875,2020-03-17,9,0.853243192101269,83,2020-06-26,-27.8921171907979,2.66638497531646,0.298666363934373
"84",6,2020-02-15,2020-03-04,71,0.8759765625,0.23701171875,2020-03-17,13,1.18556260818176,84,2020-05-27,-25.1731407820107,3.704883150568,0.878100723284037
"85",6,2020-01-29,2020-03-07,108,0.6884765625,0.20576171875,2020-03-17,10,0.840944352775046,85,2020-07-03,-27.5195016822214,2.62795110242202,0.540731735625312
"86",10,2020-02-12,2020-03-03,78,0.8384765625,0.08076171875,2020-03-17,14,1.06093619518892,86,2020-06-03,-26.8611606014958,3.31542560996536,0.26775947064857
"87",8,2020-02-05,2020-03-05,93,0.7634765625,0.26826171875,2020-03-17,12,0.92536287733398,87,2020-06-18,-26.1796083626762,2.89175899166869,0.775748237315809
"88",5,2020-02-18,2020-03-09,63,0.6134765625,0.14326171875,2020-03-17,8,1.48168155550954,88,2020-05-19,-25.4369486327297,4.63025486096731,0.66333826963272
"89",4,2020-02-03,2020-03-04,82,0.6697265625,0.12763671875,2020-03-17,13,1.07275141614664,89,2020-06-07,-27.2420416059594,3.35234817545824,0.427882721223038
"90",8,2020-02-17,2020-03-09,112,0.8197265625,0.25263671875,2020-03-17,8,1.17981917799286,90,2020-07-07,-24.7489185365901,3.68693493122769,0.931455143270119
"91",10,2020-02-10,2020-03-07,67,0.8947265625,0.06513671875,2020-03-17,10,0.969411742100212,91,2020-05-23,-26.8255940993164,3.02941169406316,0.197325937494153
"92",6,2020-02-23,2020-03-02,97,0.7447265625,0.19013671875,2020-03-17,15,1.79821034576436,92,2020-06-22,-24.409441697645,5.61940733051363,1.06845567114356
"93",5,2020-02-07,2020-03-10,90,0.8572265625,0.22138671875,2020-03-17,7,0.980813358663066,93,2020-06-15,-25.975692194232,3.06504174582208,0.678559534939322
"94",9,2020-02-20,2020-03-05,120,0.7072265625,0.09638671875,2020-03-17,12,1.53148574201982,94,2020-07-15,-25.683236216252,4.78589294381193,0.46129651714281
"95",7,2020-01-31,2020-03-03,75,0.6322265625,0.28388671875,2020-03-17,14,0.909025452687045,95,2020-05-31,-26.8208041770475,2.84070453964702,0.80643829069862
"96",3,2020-02-13,2020-03-08,105,0.7822265625,0.15888671875,2020-03-17,9,1.31955090637221,96,2020-06-30,-25.6284470951751,4.12359658241314,0.655184730428338
"97",3,2020-02-08,2020-03-04,64,0.7025390625,0.17841796875,2020-03-17,13,1.19967468894195,97,2020-05-20,-26.0673255096486,3.74898340294359,0.668886003630658
"98",7,2020-02-21,2020-03-08,94,0.8525390625,0.05341796875,2020-03-17,9,1.5182148261444,98,2020-06-19,-25.8419765923091,4.74442133170125,0.253437350433651
"99",9,2020-02-01,2020-03-06,79,0.7775390625,0.24091796875,2020-03-17,11,0.827224944146411,99,2020-06-04,-26.7653706359431,2.58507795045754,0.622791728884643
"100",5,2020-02-15,2020-03-01,109,0.6275390625,0.11591796875,2020-03-17,16,1.539350184499,100,2020-07-04,-25.7131558436676,4.81046932655938,0.557619833068943
"101",6,2020-02-04,2020-03-09,72,0.8150390625,0.14716796875,2020-03-17,8,0.9006836051636,101,2020-05-28,-26.9781326356409,2.81463626613625,0.414224302057356
"102",9,2020-02-18,2020-03-05,102,0.6650390625,0.27216796875,2020-03-17,12,1.31897298336443,102,2020-06-27,-24.4738369558533,4.12179057301385,1.12181936787008
"103",8,2020-02-11,2020-03-02,87,0.7400390625,0.08466796875,2020-03-17,15,1.14656901484018,103,2020-06-12,-26.7179073680462,3.58302817137556,0.303367717244396
"104",4,2020-02-25,2020-03-07,117,0.8900390625,0.20966796875,2020-03-17,10,1.87488161761043,104,2020-07-12,-24.1915179285621,5.8590050550326,1.22844568878467
"105",5,2020-01-30,2020-03-02,98,0.8337890625,0.22529296875,2020-03-17,15,0.892534664282282,105,2020-06-23,-26.7567721857285,2.78917082588213,0.628380575713875
"106",8,2020-02-13,2020-03-06,68,0.6837890625,0.10029296875,2020-03-17,11,1.16535047812568,106,2020-05-24,-26.5692006778731,3.64172024414276,0.365238934642052
"107",10,2020-02-06,2020-03-09,113,0.6087890625,0.28779296875,2020-03-17,8,0.901411045778607,107,2020-07-08,-26.2963978682789,2.81690951805815,0.810686752902086
"108",6,2020-02-20,2020-03-04,83,0.7587890625,0.16279296875,2020-03-17,13,1.53344405745808,108,2020-06-08,-25.0964396319502,4.79201267955649,0.780105970392643
"109",6,2020-02-10,2020-03-08,91,0.6462890625,0.13154296875,2020-03-17,9,1.09924216162961,109,2020-06-16,-26.6036397412943,3.43513175509253,0.451867429112269
"110",9,2020-02-23,2020-03-03,61,0.7962890625,0.25654296875,2020-03-17,14,1.51683910560413,110,2020-05-17,-24.3158394931016,4.74012220501289,1.2160450227118
"111",7,2020-02-03,2020-03-05,106,0.8712890625,0.06904296875,2020-03-17,12,0.835622910850275,111,2020-07-01,-27.620051592818,2.61132159640711,0.180293395376936
"112",4,2020-02-16,2020-03-10,76,0.7212890625,0.19404296875,2020-03-17,7,1.37953887540651,112,2020-06-01,-25.1775031385764,4.31105898564536,0.836530684030989
"113",4,2020-02-02,2020-03-06,89,0.6369140625,0.26435546875,2020-03-17,11,1.00419178677009,113,2020-06-14,-26.3684077955639,3.13809933365652,0.829573720332832
"114",7,2020-02-15,2020-03-02,119,0.7869140625,0.13935546875,2020-03-17,15,1.28552295893885,114,2020-07-14,-25.7066504420754,4.01725924668392,0.55982704541191
"115",9,2020-02-09,2020-03-04,74,0.8619140625,0.20185546875,2020-03-17,13,0.949987164207452,115,2020-05-30,-26.0193221398429,2.96870988814829,0.599250326054933
"116",5,2020-02-22,2020-03-08,104,0.7119140625,0.07685546875,2020-03-17,9,1.82188676308382,116,2020-06-29,-25.5454309280697,5.69339613463694,0.43756862870696
"117",6,2020-02-05,2020-03-03,81,0.8994140625,0.10810546875,2020-03-17,14,0.914105681902616,117,2020-06-06,-27.0840390090802,2.85658025594567,0.308811947591002
"118",10,2020-02-19,2020-03-07,111,0.7494140625,0.23310546875,2020-03-17,10,1.27476465616131,118,2020-07-06,-24.7786229744779,3.9836395505041,0.928608164751298
"119",8,2020-01-30,2020-03-09,66,0.6744140625,0.17060546875,2020-03-17,8,0.797107192381872,119,2020-05-22,-27.667285966074,2.49095997619335,0.424971394375955
"120",4,2020-02-12,2020-03-05,96,0.8244140625,0.29560546875,2020-03-17,12,1.15990031919499,120,2020-06-21,-24.8664672380588,3.62468849748433,1.07147774237159
"121",4,2020-02-10,2020-03-08,107,0.7681640625,0.27998046875,2020-03-17,9,1.10841669607021,121,2020-07-02,-25.2585011190209,3.46380217521942,0.969796956675201
"122",7,2020-02-24,2020-03-03,77,0.6181640625,0.15498046875,2020-03-17,14,0.103365018617341,122,2020-06-02,-306.751755652685,0.32301568317919,0.0500611219927123
"123",9,2020-02-04,2020-03-01,92,0.6931640625,0.21748046875,2020-03-17,16,0.934016309313033,123,2020-06-17,-26.9540174245461,2.91880096660323,0.634782202404823
"124",6,2020-02-17,2020-03-06,62,0.8431640625,0.09248046875,2020-03-17,11,1.33339139314072,124,2020-05-18,-25.9347139143599,4.16684810356476,0.385352065827718
"125",5,2020-01-31,2020-03-04,115,0.7306640625,0.06123046875,2020-03-17,13,0.925522698356332,125,2020-07-10,-28.2867374658508,2.89225843236354,0.17709433955976
"126",8,2020-02-14,2020-03-09,85,0.8806640625,0.18623046875,2020-03-17,8,1.10333186365542,126,2020-06-10,-25.5875136961645,3.44791207392319,0.6421062817355
"127",7,2020-02-07,2020-03-07,100,0.8056640625,0.12373046875,2020-03-17,10,0.968043547927296,127,2020-06-25,-27.0082363351328,3.0251360872728,0.374301506110805
"128",3,2020-02-21,2020-03-02,70,0.6556640625,0.24873046875,2020-03-17,15,1.88477809949003,128,2020-05-26,-24.5087791753399,5.88993156090636,1.46500543804966
"129",3,2020-02-02,2020-03-05,103,0.7904296875,0.19306640625,2020-03-17,12,0.994990489253711,129,2020-06-28,-26.6740259035005,3.10934527891785,0.600310118791073
"130",7,2020-02-16,2020-03-09,73,0.6404296875,0.06806640625,2020-03-17,8,1.31418543239485,130,2020-05-29,-26.6475218441578,4.10682947623389,0.279537123528811
"131",8,2020-02-09,2020-03-07,118,0.7154296875,0.25556640625,2020-03-17,10,0.99651495037349,131,2020-07-13,-25.8100490946539,3.11410921991716,0.795861702004218
"132",5,2020-02-23,2020-03-03,88,0.8654296875,0.13056640625,2020-03-17,14,1.78445022838209,132,2020-06-13,-25.0605553406003,5.57640696369404,0.728091417037005
"133",6,2020-02-06,2020-03-08,96,0.6779296875,0.16181640625,2020-03-17,9,0.164552864204627,133,2020-06-21,-306.984807336228,0.51422770063946,0.0832104785116782
"134",9,2020-02-19,2020-03-04,66,0.8279296875,0.28681640625,2020-03-17,13,1.24581728011878,134,2020-05-22,-24.4950206820431,3.89317900037119,1.11662760977443
"135",7,2020-01-30,2020-03-02,111,0.7529296875,0.09931640625,2020-03-17,15,0.877593321612562,135,2020-07-06,-28.3168533262686,2.74247913003926,0.272373171411125
"136",4,2020-02-13,2020-03-06,81,0.6029296875,0.22431640625,2020-03-17,11,1.30124000423709,136,2020-06-06,-25.5362133673848,4.06637501324089,0.912154629434993
"137",4,2020-02-11,2020-03-03,62,0.6591796875,0.20869140625,2020-03-17,14,1.32442283921781,137,2020-05-18,-25.8036910686014,4.13882137255566,0.863736452456195
"138",8,2020-02-24,2020-03-08,92,0.8091796875,0.08369140625,2020-03-17,9,1.75622935210097,138,2020-06-17,-25.1047959591416,5.48821672531552,0.459316575546426
"139",10,2020-02-04,2020-03-10,77,0.8841796875,0.27119140625,2020-03-17,7,0.791075883151512,139,2020-06-02,-26.3463654860274,2.47211213484848,0.670415566257248
"140",6,2020-02-18,2020-03-05,107,0.7341796875,0.14619140625,2020-03-17,12,1.44156879119515,140,2020-07-02,-25.4731363113607,4.50490247248484,0.65857802747166
"141",5,2020-02-01,2020-03-07,70,0.8466796875,0.11494140625,2020-03-17,10,0.913563560526025,141,2020-05-26,-27.6548454780657,2.85488612664383,0.328144626080057
"142",9,2020-02-14,2020-03-02,100,0.6966796875,0.23994140625,2020-03-17,15,1.20203314196897,142,2020-06-25,-25.3582109473396,3.75635356865302,0.901304757634812
"143",7,2020-02-08,2020-03-04,85,0.6216796875,0.05244140625,2020-03-17,13,1.08814287745428,143,2020-06-10,-28.0261929124338,3.40044649204463,0.1783241959207
"144",4,2020-02-21,2020-03-09,115,0.7716796875,0.17744140625,2020-03-17,8,1.64581262337174,144,2020-07-10,-24.6744316054446,5.14316444803669,0.912610332234636
"145",4,2020-02-07,2020-03-07,109,0.8748046875,0.24775390625,2020-03-17,10,1.01493776184165,145,2020-07-04,-25.5863353852981,3.17168050575517,0.785796234677818
"146",7,2020-02-20,2020-03-03,79,0.7248046875,0.12275390625,2020-03-17,14,1.60640401921897,146,2020-06-04,-25.326751721315,5.02001256005928,0.616226151171339
"147",9,2020-01-31,2020-03-05,94,0.6498046875,0.18525390625,2020-03-17,12,0.852237709638988,147,2020-06-19,-28.089208888962,2.66324284262184,0.493376139888049
"148",5,2020-02-13,2020-03-10,64,0.7998046875,0.06025390625,2020-03-17,7,1.24459258154412,148,2020-05-20,-26.9528587674026,3.88935181732538,0.234348639774391
"149",6,2020-02-03,2020-03-02,117,0.6123046875,0.09150390625,2020-03-17,15,1.03228647063183,149,2020-07-12,-28.0958260400601,3.22589522072445,0.295182013849493
"150",10,2020-02-17,2020-03-06,87,0.7623046875,0.21650390625,2020-03-17,11,1.19368840872306,150,2020-06-12,-24.8961470821991,3.73027627725956,0.807619385418404
"151",8,2020-02-10,2020-03-09,102,0.8373046875,0.15400390625,2020-03-17,8,0.973592687213706,151,2020-06-27,-26.4772304376205,3.04247714754283,0.468553365397953
"152",5,2020-02-24,2020-03-04,72,0.6873046875,0.27900390625,2020-03-17,13,1.81815696829204,152,2020-05-28,-24.2602773848512,5.68174052591261,1.58522780102855
"153",4,2020-01-29,2020-03-09,83,0.7435546875,0.29462890625,2020-03-17,8,0.869819314004877,153,2020-06-08,-26.1643873804274,2.71818535626524,0.800855978501195
"154",8,2020-02-12,2020-03-05,113,0.8935546875,0.16962890625,2020-03-17,12,1.03956942829929,154,2020-07-08,-25.8385814383166,3.24865446343529,0.551065703416708
"155",9,2020-02-05,2020-03-02,68,0.8185546875,0.23212890625,2020-03-17,15,0.90908234205344,155,2020-05-24,-26.505855069261,2.840882318917,0.659450905475167
"156",6,2020-02-19,2020-03-07,98,0.6685546875,0.10712890625,2020-03-17,10,1.57330398038247,156,2020-06-23,-25.4913855591807,4.91657493869523,0.52670729567858
"157",5,2020-02-08,2020-03-03,75,0.7810546875,0.07587890625,2020-03-17,14,1.11763536612182,157,2020-05-31,-27.1317876173911,3.49261051913069,0.265015466148882
"158",9,2020-02-22,2020-03-08,105,0.6310546875,0.20087890625,2020-03-17,9,1.56408707247825,158,2020-06-30,-24.4372949198741,4.88777210149452,0.981850313747483
"159",7,2020-02-02,2020-03-06,60,0.7060546875,0.13837890625,2020-03-17,11,0.907126328804126,159,2020-05-16,-27.5861302187612,2.83476977751289,0.39227234128279
"160",3,2020-02-15,2020-03-01,90,0.8560546875,0.26337890625,2020-03-17,16,1.32626891903691,160,2020-06-15,-24.8741929944085,4.14459037199035,1.0915976790291
"161",3,2020-02-10,2020-03-10,71,0.6263671875,0.10322265625,2020-03-17,7,1.2836910844176,161,2020-05-27,-27.0122158930815,4.01153463880499,0.414081261056335
"162",7,2020-02-23,2020-03-05,101,0.7763671875,0.22822265625,2020-03-17,12,1.62653851979939,162,2020-06-26,-24.1809879568672,5.08293287437309,1.16004044212987
"163",9,2020-02-03,2020-03-03,86,0.8513671875,0.16572265625,2020-03-17,14,0.86404981590628,163,2020-06-11,-27.1559950691008,2.70015567470712,0.447476970700976
"164",5,2020-02-16,2020-03-07,116,0.7013671875,0.29072265625,2020-03-17,10,1.29416190973561,164,2020-07-11,-24.6382619938179,4.04425596792378,1.17575683754972
"165",6,2020-01-31,2020-03-04,63,0.8888671875,0.25947265625,2020-03-17,13,0.844869952999901,165,2020-05-19,-26.7090355557237,2.64021860312469,0.685064534033428
"166",10,2020-02-13,2020-03-08,93,0.7388671875,0.13447265625,2020-03-17,9,1.05632896629233,166,2020-06-18,-26.4398203502466,3.30102801966355,0.443898006159834
"167",8,2020-02-06,2020-03-06,78,0.6638671875,0.19697265625,2020-03-17,11,0.961003760092378,167,2020-06-03,-26.613029077487,3.00313675028868,0.591535822786354
"168",4,2020-02-20,2020-03-02,108,0.8138671875,0.07197265625,2020-03-17,15,1.77694772166956,168,2020-07-03,-25.7056551741758,5.55296163021738,0.399661398581075
"169",5,2020-02-05,2020-03-07,97,0.7576171875,0.05634765625,2020-03-17,10,1.00362683097409,169,2020-06-22,-27.5379240506847,3.13633384679405,0.176725061484391
"170",8,2020-02-18,2020-03-02,67,0.6076171875,0.18134765625,2020-03-17,15,1.51553050797237,170,2020-05-23,-25.079405595885,4.73603283741366,0.858868454988005
"171",10,2020-02-11,2020-03-04,112,0.6826171875,0.11884765625,2020-03-17,13,1.07547600060516,171,2020-07-07,-26.7331626265647,3.36086250189112,0.399430631328271
"172",6,2020-02-25,2020-03-09,82,0.8326171875,0.24384765625,2020-03-17,8,1.37677711816798,172,2020-06-07,-27.3876238883766,4.30242849427494,1.04913710451216
"173",6,2020-02-08,2020-03-01,104,0.7201171875,0.27509765625,2020-03-17,16,1.05498954529143,173,2020-06-29,-25.6162934727511,3.29684232903572,0.906953597743517
"174",9,2020-02-21,2020-03-06,74,0.8701171875,0.15009765625,2020-03-17,11,1.43989157434779,174,2020-05-30,-24.98427559427,4.49966116983686,0.675388595511645
"175",7,2020-02-01,2020-03-08,119,0.7951171875,0.21259765625,2020-03-17,9,0.838885766956609,175,2020-07-14,-27.0599827737583,2.6215180217394,0.557328587238934
"176",4,2020-02-15,2020-03-03,89,0.6451171875,0.08759765625,2020-03-17,14,1.56851733898244,176,2020-06-14,-26.4093036575033,4.90161668432012,0.429370133382339
"177",4,2020-01-31,2020-03-02,76,0.7107421875,0.15791015625,2020-03-17,15,0.999381248337336,177,2020-06-01,-27.5509012132026,3.12306640105418,0.49316390336959
"178",7,2020-02-14,2020-03-07,106,0.8607421875,0.28291015625,2020-03-17,10,1.10598475338806,178,2020-07-01,-24.9497193398636,3.45620235433768,0.97779474809729
